run_id,scenario_seed,strategy,defender_count,attacker_count,attacker_bucket,kills,breaches,success,completion_time_s,kill_ratio
875,2166944101,optimized,5,10,5-10,1,1,0,29.25,0.1000
875,2166944101,nearest,5,10,5-10,1,1,0,29.25,0.1000
875,2166944101,earliest_deadline,5,10,5-10,0,1,0,29.25,0.0000
876,2318589548,optimized,5,5,5-10,5,0,1,37.00,1.0000
876,2318589548,nearest,5,5,5-10,5,0,1,37.00,1.0000
876,2318589548,earliest_deadline,5,5,5-10,4,1,0,48.00,0.8000
877,3200558639,optimized,2,10,5-10,0,1,0,28.50,0.0000
877,3200558639,nearest,2,10,5-10,0,1,0,28.50,0.0000
877,3200558639,earliest_deadline,2,10,5-10,0,1,0,28.50,0.0000
878,2354792152,optimized,2,9,5-10,2,1,0,28.50,0.2222
878,2354792152,nearest,2,9,5-10,2,1,0,28.50,0.2222
878,2354792152,earliest_deadline,2,9,5-10,1,1,0,28.50,0.1111
879,2705880267,optimized,4,17,16-20,1,1,0,25.00,0.0588
879,2705880267,nearest,4,17,16-20,1,1,0,25.00,0.0588
879,2705880267,earliest_deadline,4,17,16-20,0,1,0,25.00,0.0000
880,369472311,optimized,4,14,11-15,1,1,0,26.75,0.0714
880,369472311,nearest,4,14,11-15,1,1,0,26.75,0.0714
880,369472311,earliest_deadline,4,14,11-15,0,1,0,26.75,0.0000
881,3655580237,optimized,3,11,11-15,1,1,0,28.00,0.0909
881,3655580237,nearest,3,11,11-15,1,1,0,28.00,0.0909
881,3655580237,earliest_deadline,3,11,11-15,0,1,0,28.00,0.0000
882,1927498723,optimized,4,7,5-10,5,1,0,32.50,0.7143
882,1927498723,nearest,4,7,5-10,5,1,0,32.50,0.7143
882,1927498723,earliest_deadline,4,7,5-10,3,1,0,32.50,0.4286
883,666634725,optimized,2,9,5-10,1,1,0,27.25,0.1111
883,666634725,nearest,2,9,5-10,1,1,0,27.25,0.1111
883,666634725,earliest_deadline,2,9,5-10,0,1,0,27.25,0.0000
884,3493219221,optimized,4,18,16-20,2,1,0,26.00,0.1111
884,3493219221,nearest,4,18,16-20,2,1,0,26.00,0.1111
884,3493219221,earliest_deadline,4,18,16-20,1,1,0,26.00,0.0556
885,3155173563,optimized,5,8,5-10,2,1,0,28.25,0.2500
885,3155173563,nearest,5,8,5-10,2,1,0,28.25,0.2500
885,3155173563,earliest_deadline,5,8,5-10,0,1,0,28.25,0.0000
886,227744653,optimized,5,18,16-20,0,1,0,26.00,0.0000
886,227744653,nearest,5,18,16-20,0,1,0,26.00,0.0000
886,227744653,earliest_deadline,5,18,16-20,0,1,0,26.00,0.0000
887,829106889,optimized,4,6,5-10,2,1,0,35.75,0.3333
887,829106889,nearest,4,6,5-10,2,1,0,35.75,0.3333
887,829106889,earliest_deadline,4,6,5-10,1,1,0,35.75,0.1667
888,67643340,optimized,5,8,5-10,3,1,0,33.00,0.3750
888,67643340,nearest,5,8,5-10,3,1,0,33.00,0.3750
888,67643340,earliest_deadline,5,8,5-10,0,1,0,33.00,0.0000
889,1162899981,optimized,5,19,16-20,4,1,0,29.25,0.2105
889,1162899981,nearest,5,19,16-20,4,1,0,29.25,0.2105
889,1162899981,earliest_deadline,5,19,16-20,0,1,0,29.25,0.0000
890,429412427,optimized,4,5,5-10,1,1,0,27.00,0.2000
890,429412427,nearest,4,5,5-10,1,1,0,27.00,0.2000
890,429412427,earliest_deadline,4,5,5-10,0,1,0,27.00,0.0000
891,3049017457,optimized,3,14,11-15,1,1,0,26.75,0.0714
891,3049017457,nearest,3,14,11-15,1,1,0,26.75,0.0714
891,3049017457,earliest_deadline,3,14,11-15,0,1,0,26.75,0.0000
892,2244348609,optimized,4,10,5-10,1,1,0,28.00,0.1000
892,2244348609,nearest,4,10,5-10,1,1,0,28.00,0.1000
892,2244348609,earliest_deadline,4,10,5-10,0,1,0,28.00,0.0000
893,4209947493,optimized,5,13,11-15,5,1,0,34.50,0.3846
893,4209947493,nearest,5,13,11-15,5,1,0,34.50,0.3846
893,4209947493,earliest_deadline,5,13,11-15,5,1,0,37.00,0.3846
894,3218751873,optimized,5,14,11-15,0,1,0,24.75,0.0000
894,3218751873,nearest,5,14,11-15,0,1,0,24.75,0.0000
894,3218751873,earliest_deadline,5,14,11-15,0,1,0,24.75,0.0000
895,2626559786,optimized,2,8,5-10,1,1,0,32.25,0.1250
895,2626559786,nearest,2,8,5-10,1,1,0,32.25,0.1250
895,2626559786,earliest_deadline,2,8,5-10,0,1,0,32.25,0.0000
896,2187484199,optimized,2,16,16-20,2,1,0,29.00,0.1250
896,2187484199,nearest,2,16,16-20,2,1,0,29.00,0.1250
896,2187484199,earliest_deadline,2,16,16-20,0,1,0,29.00,0.0000
897,234077069,optimized,3,20,16-20,3,1,0,29.50,0.1500
897,234077069,nearest,3,20,16-20,3,1,0,29.50,0.1500
897,234077069,earliest_deadline,3,20,16-20,0,1,0,29.50,0.0000
898,301512002,optimized,5,18,16-20,1,1,0,24.25,0.0556
898,301512002,nearest,5,18,16-20,1,1,0,24.25,0.0556
898,301512002,earliest_deadline,5,18,16-20,0,1,0,24.25,0.0000
899,2647026869,optimized,2,6,5-10,2,1,0,33.75,0.3333
899,2647026869,nearest,2,6,5-10,2,1,0,33.75,0.3333
899,2647026869,earliest_deadline,2,6,5-10,0,1,0,33.75,0.0000
900,18808427,optimized,3,20,16-20,2,1,0,26.00,0.1000
900,18808427,nearest,3,20,16-20,1,1,0,26.00,0.0500
900,18808427,earliest_deadline,3,20,16-20,0,1,0,26.00,0.0000
901,181894233,optimized,2,15,11-15,2,1,0,31.75,0.1333
901,181894233,nearest,2,15,11-15,1,1,0,31.75,0.0667
901,181894233,earliest_deadline,2,15,11-15,1,1,0,31.75,0.0667
902,941180835,optimized,2,7,5-10,1,1,0,31.25,0.1429
902,941180835,nearest,2,7,5-10,1,1,0,31.25,0.1429
902,941180835,earliest_deadline,2,7,5-10,0,1,0,31.25,0.0000
903,3797376914,optimized,5,16,16-20,1,1,0,25.75,0.0625
903,3797376914,nearest,5,16,16-20,1,1,0,25.75,0.0625
903,3797376914,earliest_deadline,5,16,16-20,0,1,0,25.75,0.0000
904,1971089903,optimized,4,5,5-10,2,1,0,36.00,0.4000
904,1971089903,nearest,4,5,5-10,2,1,0,36.00,0.4000
904,1971089903,earliest_deadline,4,5,5-10,2,1,0,36.75,0.4000
905,3047615527,optimized,5,10,5-10,2,1,0,28.50,0.2000
905,3047615527,nearest,5,10,5-10,2,1,0,28.50,0.2000
905,3047615527,earliest_deadline,5,10,5-10,1,1,0,28.50,0.1000
906,1767646432,optimized,3,15,11-15,1,1,0,29.00,0.0667
906,1767646432,nearest,3,15,11-15,2,1,0,29.00,0.1333
906,1767646432,earliest_deadline,3,15,11-15,0,1,0,29.00,0.0000
907,743578437,optimized,2,7,5-10,2,1,0,34.25,0.2857
907,743578437,nearest,2,7,5-10,2,1,0,34.25,0.2857
907,743578437,earliest_deadline,2,7,5-10,1,1,0,34.25,0.1429
908,1594105119,optimized,3,15,11-15,1,1,0,27.25,0.0667
908,1594105119,nearest,3,15,11-15,1,1,0,27.25,0.0667
908,1594105119,earliest_deadline,3,15,11-15,0,1,0,27.25,0.0000
909,393938719,optimized,4,16,16-20,0,1,0,24.25,0.0000
909,393938719,nearest,4,16,16-20,0,1,0,24.25,0.0000
909,393938719,earliest_deadline,4,16,16-20,0,1,0,24.25,0.0000
910,3308212037,optimized,2,17,16-20,2,1,0,28.75,0.1176
910,3308212037,nearest,2,17,16-20,2,1,0,28.75,0.1176
910,3308212037,earliest_deadline,2,17,16-20,0,1,0,28.75,0.0000
911,788269214,optimized,2,7,5-10,1,1,0,35.75,0.1429
911,788269214,nearest,2,7,5-10,1,1,0,35.75,0.1429
911,788269214,earliest_deadline,2,7,5-10,2,1,0,48.00,0.2857
912,1616526168,optimized,5,7,5-10,5,1,0,40.00,0.7143
912,1616526168,nearest,5,7,5-10,5,1,0,40.00,0.7143
912,1616526168,earliest_deadline,5,7,5-10,7,0,1,54.75,1.0000
913,4209184684,optimized,3,9,5-10,2,1,0,35.00,0.2222
913,4209184684,nearest,3,9,5-10,2,1,0,35.00,0.2222
913,4209184684,earliest_deadline,3,9,5-10,2,1,0,41.25,0.2222
914,2542462768,optimized,2,9,5-10,3,1,0,33.25,0.3333
914,2542462768,nearest,2,9,5-10,2,1,0,33.25,0.2222
914,2542462768,earliest_deadline,2,9,5-10,0,1,0,33.25,0.0000
915,1969502961,optimized,4,5,5-10,4,1,0,38.50,0.8000
915,1969502961,nearest,4,5,5-10,4,1,0,38.50,0.8000
915,1969502961,earliest_deadline,4,5,5-10,5,0,1,37.25,1.0000
916,2332222084,optimized,3,17,16-20,2,1,0,26.25,0.1176
916,2332222084,nearest,3,17,16-20,2,1,0,26.25,0.1176
916,2332222084,earliest_deadline,3,17,16-20,0,1,0,26.25,0.0000
917,3367602029,optimized,5,11,11-15,1,1,0,28.00,0.0909
917,3367602029,nearest,5,11,11-15,1,1,0,28.00,0.0909
917,3367602029,earliest_deadline,5,11,11-15,0,1,0,28.00,0.0000
918,1092990916,optimized,2,14,11-15,1,1,0,25.00,0.0714
918,1092990916,nearest,2,14,11-15,1,1,0,25.00,0.0714
918,1092990916,earliest_deadline,2,14,11-15,0,1,0,25.00,0.0000
919,2733353015,optimized,4,16,16-20,1,1,0,24.50,0.0625
919,2733353015,nearest,4,16,16-20,1,1,0,24.50,0.0625
919,2733353015,earliest_deadline,4,16,16-20,0,1,0,24.50,0.0000
920,3748181515,optimized,2,6,5-10,0,1,0,25.50,0.0000
920,3748181515,nearest,2,6,5-10,0,1,0,25.50,0.0000
920,3748181515,earliest_deadline,2,6,5-10,0,1,0,25.50,0.0000
921,2458495757,optimized,2,20,16-20,0,1,0,24.00,0.0000
921,2458495757,nearest,2,20,16-20,0,1,0,24.00,0.0000
921,2458495757,earliest_deadline,2,20,16-20,0,1,0,24.00,0.0000
922,1917874900,optimized,2,5,5-10,0,1,0,25.25,0.0000
922,1917874900,nearest,2,5,5-10,0,1,0,25.25,0.0000
922,1917874900,earliest_deadline,2,5,5-10,0,1,0,25.25,0.0000
923,623329696,optimized,5,12,11-15,0,1,0,25.00,0.0000
923,623329696,nearest,5,12,11-15,0,1,0,25.00,0.0000
923,623329696,earliest_deadline,5,12,11-15,0,1,0,25.00,0.0000
924,1066395354,optimized,2,18,16-20,2,1,0,28.00,0.1111
924,1066395354,nearest,2,18,16-20,2,1,0,28.00,0.1111
924,1066395354,earliest_deadline,2,18,16-20,0,1,0,28.00,0.0000
925,4063144088,optimized,5,6,5-10,4,1,0,41.75,0.6667
925,4063144088,nearest,5,6,5-10,4,1,0,41.75,0.6667
925,4063144088,earliest_deadline,5,6,5-10,3,1,0,40.50,0.5000
926,2324693792,optimized,3,15,11-15,0,1,0,24.25,0.0000
926,2324693792,nearest,3,15,11-15,0,1,0,24.25,0.0000
926,2324693792,earliest_deadline,3,15,11-15,0,1,0,24.25,0.0000
927,1294256750,optimized,4,12,11-15,1,1,0,24.25,0.0833
927,1294256750,nearest,4,12,11-15,1,1,0,24.25,0.0833
927,1294256750,earliest_deadline,4,12,11-15,0,1,0,24.25,0.0000
928,1796878301,optimized,5,20,16-20,1,1,0,26.50,0.0500
928,1796878301,nearest,5,20,16-20,1,1,0,26.50,0.0500
928,1796878301,earliest_deadline,5,20,16-20,0,1,0,26.50,0.0000
929,2482565037,optimized,2,9,5-10,2,1,0,30.00,0.2222
929,2482565037,nearest,2,9,5-10,2,1,0,30.00,0.2222
929,2482565037,earliest_deadline,2,9,5-10,0,1,0,30.00,0.0000
930,2308747426,optimized,4,9,5-10,4,1,0,35.75,0.4444
930,2308747426,nearest,4,9,5-10,4,1,0,35.75,0.4444
930,2308747426,earliest_deadline,4,9,5-10,3,1,0,35.75,0.3333
931,3005514795,optimized,5,10,5-10,5,1,0,42.25,0.5000
931,3005514795,nearest,5,10,5-10,5,1,0,42.25,0.5000
931,3005514795,earliest_deadline,5,10,5-10,5,1,0,43.25,0.5000
932,1105922456,optimized,2,5,5-10,0,1,0,32.25,0.0000
932,1105922456,nearest,2,5,5-10,0,1,0,32.25,0.0000
932,1105922456,earliest_deadline,2,5,5-10,0,1,0,32.25,0.0000
933,2788435168,optimized,3,8,5-10,2,1,0,28.75,0.2500
933,2788435168,nearest,3,8,5-10,2,1,0,28.75,0.2500
933,2788435168,earliest_deadline,3,8,5-10,0,1,0,28.75,0.0000
934,1901284041,optimized,2,14,11-15,0,1,0,27.50,0.0000
934,1901284041,nearest,2,14,11-15,0,1,0,27.50,0.0000
934,1901284041,earliest_deadline,2,14,11-15,0,1,0,27.50,0.0000
935,4039822227,optimized,3,15,11-15,4,1,0,29.75,0.2667
935,4039822227,nearest,3,15,11-15,4,1,0,29.75,0.2667
935,4039822227,earliest_deadline,3,15,11-15,1,1,0,29.75,0.0667
936,678273217,optimized,3,13,11-15,2,1,0,28.00,0.1538
936,678273217,nearest,3,13,11-15,2,1,0,28.00,0.1538
936,678273217,earliest_deadline,3,13,11-15,1,1,0,28.00,0.0769
937,637540606,optimized,2,10,5-10,1,1,0,25.25,0.1000
937,637540606,nearest,2,10,5-10,1,1,0,25.25,0.1000
937,637540606,earliest_deadline,2,10,5-10,0,1,0,25.25,0.0000
938,1982807992,optimized,4,12,11-15,2,1,0,31.25,0.1667
938,1982807992,nearest,4,12,11-15,2,1,0,31.25,0.1667
938,1982807992,earliest_deadline,4,12,11-15,2,1,0,31.25,0.1667
939,2183358385,optimized,3,16,16-20,2,1,0,26.50,0.1250
939,2183358385,nearest,3,16,16-20,2,1,0,26.50,0.1250
939,2183358385,earliest_deadline,3,16,16-20,1,1,0,26.50,0.0625
940,2967286394,optimized,5,13,11-15,2,1,0,30.75,0.1538
940,2967286394,nearest,5,13,11-15,1,1,0,30.75,0.0769
940,2967286394,earliest_deadline,5,13,11-15,1,1,0,30.75,0.0769
941,1735314493,optimized,2,9,5-10,1,1,0,34.75,0.1111
941,1735314493,nearest,2,9,5-10,1,1,0,34.75,0.1111
941,1735314493,earliest_deadline,2,9,5-10,1,1,0,36.50,0.1111
942,3924379875,optimized,2,13,11-15,0,1,0,26.50,0.0000
942,3924379875,nearest,2,13,11-15,0,1,0,26.50,0.0000
942,3924379875,earliest_deadline,2,13,11-15,0,1,0,26.50,0.0000
943,2036539184,optimized,2,5,5-10,3,1,0,41.75,0.6000
943,2036539184,nearest,2,5,5-10,3,1,0,41.75,0.6000
943,2036539184,earliest_deadline,2,5,5-10,1,1,0,41.75,0.2000
944,555495630,optimized,3,12,11-15,6,1,0,41.25,0.5000
944,555495630,nearest,3,12,11-15,6,1,0,41.25,0.5000
944,555495630,earliest_deadline,3,12,11-15,5,1,0,41.25,0.4167
945,512035375,optimized,4,16,16-20,2,1,0,28.00,0.1250
945,512035375,nearest,4,16,16-20,2,1,0,28.00,0.1250
945,512035375,earliest_deadline,4,16,16-20,0,1,0,28.00,0.0000
946,4180746285,optimized,2,7,5-10,3,1,0,32.00,0.4286
946,4180746285,nearest,2,7,5-10,3,1,0,32.00,0.4286
946,4180746285,earliest_deadline,2,7,5-10,2,1,0,38.75,0.2857
947,575931962,optimized,3,19,16-20,1,1,0,27.25,0.0526
947,575931962,nearest,3,19,16-20,1,1,0,27.25,0.0526
947,575931962,earliest_deadline,3,19,16-20,0,1,0,27.25,0.0000
948,4070989845,optimized,4,9,5-10,0,1,0,28.00,0.0000
948,4070989845,nearest,4,9,5-10,0,1,0,28.00,0.0000
948,4070989845,earliest_deadline,4,9,5-10,0,1,0,28.00,0.0000
949,1194325373,optimized,5,20,16-20,4,1,0,32.75,0.2000
949,1194325373,nearest,5,20,16-20,5,1,0,32.75,0.2500
949,1194325373,earliest_deadline,5,20,16-20,3,1,0,33.50,0.1500
950,401189603,optimized,5,20,16-20,3,1,0,26.50,0.1500
950,401189603,nearest,5,20,16-20,3,1,0,26.50,0.1500
950,401189603,earliest_deadline,5,20,16-20,1,1,0,26.50,0.0500
951,1308696307,optimized,5,11,11-15,1,1,0,27.75,0.0909
951,1308696307,nearest,5,11,11-15,1,1,0,27.75,0.0909
951,1308696307,earliest_deadline,5,11,11-15,0,1,0,27.75,0.0000
952,2640107964,optimized,4,10,5-10,0,1,0,26.25,0.0000
952,2640107964,nearest,4,10,5-10,0,1,0,26.25,0.0000
952,2640107964,earliest_deadline,4,10,5-10,0,1,0,26.25,0.0000
953,1837830307,optimized,3,13,11-15,2,1,0,30.75,0.1538
953,1837830307,nearest,3,13,11-15,3,1,0,30.75,0.2308
953,1837830307,earliest_deadline,3,13,11-15,1,1,0,30.75,0.0769
954,3374042115,optimized,3,8,5-10,2,1,0,27.50,0.2500
954,3374042115,nearest,3,8,5-10,2,1,0,27.50,0.2500
954,3374042115,earliest_deadline,3,8,5-10,0,1,0,27.50,0.0000
955,2624171531,optimized,4,8,5-10,1,1,0,30.75,0.1250
955,2624171531,nearest,4,8,5-10,1,1,0,30.75,0.1250
955,2624171531,earliest_deadline,4,8,5-10,1,1,0,30.75,0.1250
956,1721353986,optimized,2,16,16-20,0,1,0,24.25,0.0000
956,1721353986,nearest,2,16,16-20,0,1,0,24.25,0.0000
956,1721353986,earliest_deadline,2,16,16-20,0,1,0,24.25,0.0000
957,2725711303,optimized,5,13,11-15,1,1,0,26.00,0.0769
957,2725711303,nearest,5,13,11-15,1,1,0,26.00,0.0769
957,2725711303,earliest_deadline,5,13,11-15,0,1,0,26.00,0.0000
958,4172400187,optimized,2,6,5-10,2,1,0,39.50,0.3333
958,4172400187,nearest,2,6,5-10,2,1,0,39.50,0.3333
958,4172400187,earliest_deadline,2,6,5-10,2,1,0,51.25,0.3333
959,1768714331,optimized,2,7,5-10,1,1,0,26.50,0.1429
959,1768714331,nearest,2,7,5-10,1,1,0,26.50,0.1429
959,1768714331,earliest_deadline,2,7,5-10,0,1,0,26.50,0.0000
960,659035641,optimized,2,18,16-20,2,1,0,30.50,0.1111
960,659035641,nearest,2,18,16-20,2,1,0,30.50,0.1111
960,659035641,earliest_deadline,2,18,16-20,1,1,0,30.50,0.0556
961,1755710085,optimized,5,20,16-20,1,1,0,25.25,0.0500
961,1755710085,nearest,5,20,16-20,1,1,0,25.25,0.0500
961,1755710085,earliest_deadline,5,20,16-20,0,1,0,25.25,0.0000
962,3608266187,optimized,3,12,11-15,1,1,0,25.25,0.0833
962,3608266187,nearest,3,12,11-15,1,1,0,25.25,0.0833
962,3608266187,earliest_deadline,3,12,11-15,0,1,0,25.25,0.0000
963,934707403,optimized,3,6,5-10,0,1,0,27.00,0.0000
963,934707403,nearest,3,6,5-10,0,1,0,27.00,0.0000
963,934707403,earliest_deadline,3,6,5-10,0,1,0,27.00,0.0000
964,4076536822,optimized,3,8,5-10,0,1,0,27.25,0.0000
964,4076536822,nearest,3,8,5-10,0,1,0,27.25,0.0000
964,4076536822,earliest_deadline,3,8,5-10,0,1,0,27.25,0.0000
965,2526756095,optimized,4,12,11-15,1,1,0,28.75,0.0833
965,2526756095,nearest,4,12,11-15,1,1,0,28.75,0.0833
965,2526756095,earliest_deadline,4,12,11-15,0,1,0,28.75,0.0000
966,2583737797,optimized,3,10,5-10,3,1,0,38.75,0.3000
966,2583737797,nearest,3,10,5-10,3,1,0,38.75,0.3000
966,2583737797,earliest_deadline,3,10,5-10,2,1,0,41.25,0.2000
967,1361680344,optimized,4,10,5-10,3,1,0,29.75,0.3000
967,1361680344,nearest,4,10,5-10,3,1,0,29.75,0.3000
967,1361680344,earliest_deadline,4,10,5-10,2,1,0,30.00,0.2000
968,3953333127,optimized,5,14,11-15,4,1,0,33.00,0.2857
968,3953333127,nearest,5,14,11-15,5,1,0,33.00,0.3571
968,3953333127,earliest_deadline,5,14,11-15,2,1,0,33.00,0.1429
969,154875807,optimized,4,20,16-20,3,1,0,29.25,0.1500
969,154875807,nearest,4,20,16-20,3,1,0,29.25,0.1500
969,154875807,earliest_deadline,4,20,16-20,0,1,0,29.25,0.0000
970,1282783521,optimized,3,10,5-10,3,1,0,30.25,0.3000
970,1282783521,nearest,3,10,5-10,2,1,0,30.25,0.2000
970,1282783521,earliest_deadline,3,10,5-10,2,1,0,35.75,0.2000
971,1797014505,optimized,4,12,11-15,1,1,0,27.00,0.0833
971,1797014505,nearest,4,12,11-15,2,1,0,27.00,0.1667
971,1797014505,earliest_deadline,4,12,11-15,0,1,0,27.00,0.0000
972,2049882338,optimized,2,19,16-20,0,1,0,23.50,0.0000
972,2049882338,nearest,2,19,16-20,0,1,0,23.50,0.0000
972,2049882338,earliest_deadline,2,19,16-20,0,1,0,23.50,0.0000
973,2036384332,optimized,4,16,16-20,3,1,0,32.50,0.1875
973,2036384332,nearest,4,16,16-20,3,1,0,32.50,0.1875
973,2036384332,earliest_deadline,4,16,16-20,1,1,0,32.50,0.0625
974,635330663,optimized,4,8,5-10,4,1,0,41.00,0.5000
974,635330663,nearest,4,8,5-10,4,1,0,41.00,0.5000
974,635330663,earliest_deadline,4,8,5-10,4,1,0,41.00,0.5000
975,968913990,optimized,4,12,11-15,2,1,0,28.75,0.1667
975,968913990,nearest,4,12,11-15,2,1,0,28.75,0.1667
975,968913990,earliest_deadline,4,12,11-15,1,1,0,28.75,0.0833
976,409061777,optimized,2,15,11-15,2,1,0,31.50,0.1333
976,409061777,nearest,2,15,11-15,2,1,0,31.50,0.1333
976,409061777,earliest_deadline,2,15,11-15,0,1,0,31.50,0.0000
977,2458688100,optimized,4,17,16-20,0,1,0,25.75,0.0000
977,2458688100,nearest,4,17,16-20,0,1,0,25.75,0.0000
977,2458688100,earliest_deadline,4,17,16-20,0,1,0,25.75,0.0000
978,1506969617,optimized,2,15,11-15,1,1,0,25.25,0.0667
978,1506969617,nearest,2,15,11-15,1,1,0,25.25,0.0667
978,1506969617,earliest_deadline,2,15,11-15,0,1,0,25.25,0.0000
979,2429971808,optimized,3,9,5-10,0,1,0,24.25,0.0000
979,2429971808,nearest,3,9,5-10,0,1,0,24.25,0.0000
979,2429971808,earliest_deadline,3,9,5-10,0,1,0,24.25,0.0000
980,2532803857,optimized,2,7,5-10,2,1,0,28.75,0.2857
980,2532803857,nearest,2,7,5-10,2,1,0,28.75,0.2857
980,2532803857,earliest_deadline,2,7,5-10,0,1,0,28.75,0.0000
981,3015076408,optimized,4,5,5-10,0,1,0,29.50,0.0000
981,3015076408,nearest,4,5,5-10,0,1,0,29.50,0.0000
981,3015076408,earliest_deadline,4,5,5-10,0,1,0,29.50,0.0000
982,2349499777,optimized,2,11,11-15,1,1,0,33.25,0.0909
982,2349499777,nearest,2,11,11-15,1,1,0,33.25,0.0909
982,2349499777,earliest_deadline,2,11,11-15,0,1,0,33.25,0.0000
983,2782917539,optimized,3,18,16-20,2,1,0,31.00,0.1111
983,2782917539,nearest,3,18,16-20,2,1,0,31.00,0.1111
983,2782917539,earliest_deadline,3,18,16-20,0,1,0,31.00,0.0000
984,2521790497,optimized,3,10,5-10,1,1,0,25.00,0.1000
984,2521790497,nearest,3,10,5-10,1,1,0,25.00,0.1000
984,2521790497,earliest_deadline,3,10,5-10,0,1,0,25.00,0.0000
985,2802178639,optimized,2,16,16-20,1,1,0,27.75,0.0625
985,2802178639,nearest,2,16,16-20,1,1,0,27.75,0.0625
985,2802178639,earliest_deadline,2,16,16-20,0,1,0,27.75,0.0000
986,2648465481,optimized,2,10,5-10,1,2,0,29.25,0.1000
986,2648465481,nearest,2,10,5-10,1,2,0,29.25,0.1000
986,2648465481,earliest_deadline,2,10,5-10,1,1,0,29.25,0.1000
987,1358129439,optimized,5,18,16-20,1,1,0,27.25,0.0556
987,1358129439,nearest,5,18,16-20,1,1,0,27.25,0.0556
987,1358129439,earliest_deadline,5,18,16-20,0,1,0,27.25,0.0000
988,1057783620,optimized,5,11,11-15,2,1,0,28.00,0.1818
988,1057783620,nearest,5,11,11-15,2,1,0,28.00,0.1818
988,1057783620,earliest_deadline,5,11,11-15,0,1,0,28.00,0.0000
989,3381995640,optimized,5,5,5-10,4,1,0,49.75,0.8000
989,3381995640,nearest,5,5,5-10,4,1,0,49.75,0.8000
989,3381995640,earliest_deadline,5,5,5-10,3,1,0,43.25,0.6000
990,1471893743,optimized,4,19,16-20,0,1,0,26.00,0.0000
990,1471893743,nearest,4,19,16-20,0,1,0,26.00,0.0000
990,1471893743,earliest_deadline,4,19,16-20,0,1,0,26.00,0.0000
991,2358557167,optimized,3,7,5-10,3,1,0,36.50,0.4286
991,2358557167,nearest,3,7,5-10,3,1,0,36.50,0.4286
991,2358557167,earliest_deadline,3,7,5-10,3,1,0,40.25,0.4286
992,845992935,optimized,2,11,11-15,2,1,0,28.25,0.1818
992,845992935,nearest,2,11,11-15,2,1,0,28.25,0.1818
992,845992935,earliest_deadline,2,11,11-15,0,1,0,28.25,0.0000
993,1852927038,optimized,5,15,11-15,0,1,0,25.00,0.0000
993,1852927038,nearest,5,15,11-15,0,1,0,25.00,0.0000
993,1852927038,earliest_deadline,5,15,11-15,0,1,0,25.00,0.0000
994,2274888219,optimized,3,12,11-15,2,1,0,33.50,0.1667
994,2274888219,nearest,3,12,11-15,2,1,0,33.50,0.1667
994,2274888219,earliest_deadline,3,12,11-15,1,1,0,33.50,0.0833
995,2688703131,optimized,3,19,16-20,1,1,0,25.25,0.0526
995,2688703131,nearest,3,19,16-20,1,1,0,25.25,0.0526
995,2688703131,earliest_deadline,3,19,16-20,0,1,0,25.25,0.0000
996,2260770550,optimized,5,5,5-10,0,1,0,28.75,0.0000
996,2260770550,nearest,5,5,5-10,0,1,0,28.75,0.0000
996,2260770550,earliest_deadline,5,5,5-10,0,1,0,28.75,0.0000
997,1549011455,optimized,4,17,16-20,3,1,0,30.75,0.1765
997,1549011455,nearest,4,17,16-20,3,1,0,30.75,0.1765
997,1549011455,earliest_deadline,4,17,16-20,1,1,0,30.75,0.0588
998,4130776271,optimized,2,11,11-15,2,1,0,34.75,0.1818
998,4130776271,nearest,2,11,11-15,1,1,0,34.75,0.0909
998,4130776271,earliest_deadline,2,11,11-15,2,1,0,40.00,0.1818
999,2202198285,optimized,4,19,16-20,2,1,0,25.50,0.1053
999,2202198285,nearest,4,19,16-20,1,1,0,25.50,0.0526
999,2202198285,earliest_deadline,4,19,16-20,0,1,0,25.50,0.0000
